489.984252,21.17683484,3.041509475,17.05566159,2.878218133,17.74898281
492.329305,21.08154884,3.041194725,17.04431456,2.924185032,17.77155026
488.1837505,20.89474449,3.056336022,17.03104123,2.97998277,17.79330312
482.073874,20.75799657,3.076201171,17.02791752,3.017535456,17.80689432
477.4076882,20.72784807,3.090439209,17.05018883,3.003723622,17.81616744
474.1487164,20.75148935,3.095791253,17.08436531,2.966811111,17.79797433
472.6601193,20.67103218,3.090259795,17.10613747,2.974849915,17.74095604
472.9177381,20.47376107,3.079280779,17.12074435,2.999788251,17.67408359
472.9208619,20.26284763,3.075353185,17.14368749,2.978283098,17.64992256
471.3969482,20.22510775,3.080452834,17.17028905,2.937383984,17.72126193
468.37078,20.57116505,3.088952776,17.19860691,2.917647285,17.90168385
464.4831372,21.12934771,3.098669836,17.24533063,2.904264294,18.065451
461.8650813,21.47975687,3.105972461,17.32000465,2.888289807,18.04205205
463.1963709,21.50848319,3.110088529,17.40240317,2.882277511,17.90136947
469.1844593,21.27073798,3.114789413,17.45648146,2.886707789,17.8329184
474.594125,20.87510481,3.115620222,17.45404181,2.894978108,17.84374202
472.7059293,20.60730196,3.106435796,17.38196316,2.903785873,17.88117407
468.2841213,20.58449168,3.094102317,17.2707105,2.908223378,17.91399235
470.3039257,20.68491543,3.090004886,17.17784756,2.901760437,17.89922447
474.1346697,20.76712924,3.099586646,17.10518952,2.878820935,17.93589074
471.7237697,20.66171875,3.122604506,17.02522038,2.837053033,18.00687626
466.9161854,20.46806467,3.143371533,16.95340786,2.781921527,18.08616406
465.1090869,20.4901721,3.143863127,16.91349989,2.726211768,18.09117435
464.9754007,20.66366734,3.122268276,16.92754141,2.685410895,18.03253521
465.9674772,20.76388514,3.093424585,17.02330815,2.672151811,17.98046606
469.9646114,20.76808467,3.064521122,17.16598048,2.682963342,17.9101157
476.5021446,20.65154233,3.044868183,17.28186548,2.702000161,17.80549942
482.3959074,20.4624198,3.045257859,17.355863,2.722755309,17.71938318
484.460734,20.39696477,3.065364109,17.39616568,2.742237907,17.69961096
482.5302157,20.49151613,3.097223649,17.38381014,2.750983053,17.7487714
479.0500562,20.64629198,3.128045139,17.31979474,2.746867818,17.84932018
